año,provincia,departamento,cultivo,lat,lon,zona_agroclimatica,rendimiento_tn_ha
2005,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.52
2006,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.33
2007,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.62
2008,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.6
2009,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.66
2010,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.62
2011,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.68
2012,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.52
2013,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.72
2014,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.76
2015,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.71
2016,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.41
2017,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.8
2018,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.85
2019,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.89
2020,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.76
2021,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.87
2022,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.56
2023,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.93
2024,Entre Ríos,Federación,Girasol,-30.7348532046962,-58.1591551818899,NEA,1.9
2000,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.35
2001,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.41
2002,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.27
2003,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.46
2004,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.56
2005,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.52
2006,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.33
2007,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.62
2008,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.6
2009,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.66
2010,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.62
2011,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.68
2012,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.52
2013,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.72
2014,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.76
2015,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.71
2016,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.41
2017,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.8
2018,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.85
2019,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.89
2020,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.76
2021,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.87
2022,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.56
2023,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.93
2024,Entre Ríos,La Paz,Girasol,-30.8973573249588,-59.5004308899395,NEA,1.9
2000,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.35
2001,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.41
2002,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.27
2003,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.46
2004,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.56
2005,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.52
2006,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.33
2007,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.62
2008,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.6
2009,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.66
2010,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.62
2011,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.68
2012,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.52
2013,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.72
2014,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.76
2015,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.71
2016,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.41
2017,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.8
2018,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.85
2019,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.89
2020,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.76
2021,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.87
2022,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.56
2023,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.93
2024,Entre Ríos,Feliciano,Girasol,-30.4138996015365,-58.7288907563202,NEA,1.9
2000,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.45
2001,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.51
2002,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.36
2003,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.57
2004,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.67
2005,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.63
2006,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.43
2007,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.74
2008,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.72
2009,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.78
2010,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.74
2011,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.8
2012,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.63
2013,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.85
2014,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.89
2015,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.83
2016,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.51
2017,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.94
2018,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.98
2019,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,2.02
2020,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.89
2021,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,2.01
2022,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,1.67
2023,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,2.07
2024,La Pampa,Hucal,Girasol,-37.9792315730965,-63.9544864276514,Pampa Semiárida,2.04
2000,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.45
2001,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.51
2002,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.36
2003,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.57
2004,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.67
2005,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.63
2006,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.43
2007,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.74
2008,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.72
2009,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.78
2010,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.74
2011,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.8
2012,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.63
2013,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.85
2014,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.89
2015,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.83
2016,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.51
2017,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.94
2018,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.98
2019,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,2.02
2020,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.89
2021,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,2.01
2022,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,1.67
2023,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,2.07
2024,La Pampa,Caleu Caleu,Girasol,-38.6756398635536,-63.8968185406946,Pampa Semiárida,2.04
2000,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.45
2001,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.51
2002,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.36
2003,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.57
2004,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.67
2005,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.63
2006,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.43
2007,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.74
2008,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.72
2009,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.78
2010,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.74
2011,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.8
2012,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.63
2013,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.85
2014,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.89
2015,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.83
2016,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.51
2017,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.94
2018,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.98
2019,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,2.02
2020,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.89
2021,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,2.01
2022,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,1.67
2023,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,2.07
2024,La Pampa,Lihuel Calel,Girasol,-38.2616348854642,-65.0966893102146,Pampa Semiárida,2.04
2000,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.45
2001,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.51
2002,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.36
2003,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.57
2004,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.67
2005,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.63
2006,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.43
2007,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.74
2008,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.72
2009,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.78
2010,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.74
2011,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.8
2012,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.63
2013,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.85
2014,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.89
2015,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.83
2016,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.51
2017,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.94
2018,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.98
2019,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,2.02
2020,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.89
2021,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,2.01
2022,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,1.67
2023,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,2.07
2024,La Pampa,Curacó,Girasol,-38.1797329921075,-66.330067375997,Pampa Semiárida,2.04
2000,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.45
2001,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.51
2002,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.36
2003,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.57
2004,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.67
2005,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.63
2006,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.43
2007,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.74
2008,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.72
2009,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.78
2010,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.74
2011,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.8
2012,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.63
2013,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.85
2014,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.89
2015,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.83
2016,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.51
2017,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.94
2018,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.98
2019,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,2.02
2020,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.89
2021,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,2.01
2022,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,1.67
2023,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,2.07
2024,La Pampa,Loventué,Girasol,-36.4785080840981,-65.533063651288,Pampa Semiárida,2.04
2000,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.45
2001,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.51
2002,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.36
2003,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.57
2004,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.67
2005,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.63
2006,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.43
2007,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.74
2008,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.72
2009,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.78
2010,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.74
2011,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.8
2012,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.63
2013,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.85
2014,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.89
2015,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.83
2016,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.51
2017,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.94
2018,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.98
2019,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,2.02
2020,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.89
2021,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,2.01
2022,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,1.67
2023,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,2.07
2024,La Pampa,Limay Mahuida,Girasol,-37.2419021199685,-66.5552326917265,Pampa Semiárida,2.04
2000,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.45
2001,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.51
2002,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.36
2003,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.57
2004,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.67
2005,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.63
2006,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.43
2007,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.74
2008,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.72
2009,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.78
2010,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.74
2011,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.8
2012,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.63
2013,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.85
2014,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.89
2015,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.83
2016,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.51
2017,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.94
2018,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.98
2019,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,2.02
2020,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.89
2021,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,2.01
2022,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,1.67
2023,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,2.07
2024,La Pampa,Puelén,Girasol,-37.4345215375332,-67.6045329036613,Pampa Semiárida,2.04
2000,La Pampa,Chalileo,Girasol,-36.395699692841,-66.5727424085761,Pampa Semiárida,1.45
2001,La Pampa,Chalileo,Girasol,-36.395699692841,-66.5727424085761,Pampa Semiárida,1.51
2002,La Pampa,Chalileo,Girasol,-36.395699692841,-66.5727424085761,Pampa Semiárida,1.36
2003,La Pampa,Chalileo,Girasol,-36.395699692841,-66.5727424085761,Pampa Semiárida,1.57
2004,La Pampa,Chalileo,Girasol,-36.395699692841,-66.5727424085761,Pampa Semiárida,1.67
2005,La Pampa,Chalileo,Girasol,-36.395699692841,-66.5727424085761,Pampa Semiárida,1.63
2006,La Pampa,Chalileo,Girasol,-36.395699692841,-66.5727424085761,Pampa Semiárida,1.43
2007,La Pampa,Chalileo,Girasol,-36.395699692841,-66.5727424085761,Pampa Semiárida,1.74
